"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","n_PM5_P","n_PM10_P","n_PM10_b","typ_size_b","temp_C","rh","o3","moos","coreid","published_at","createdAt","updatedAt","date"
"1","fGRdZF7nFt","MOOSPMPSParser",1673742001,9.4,9.4,7.55,13.77,1.98,7.99,7.99,14.08,2.09,7.99,1625.05,461.16,426.66,77.76,60.13,4.21,60.28,60.3,82.6,433.59,60.31,0.45,9.8,45.9,11.438,43,"e00fce6856818e5885f65487",2023-01-15 00:20:03,2023-01-15 00:20:03,2023-01-15 00:20:03,2023-01-15
"2","zr6JA7ba7p","MOOSPMPSParser",1673809260,1.8,1.8,1.66,2.73,0.32,1.77,1.78,2.79,0.32,1.78,486.23,134.92,103.36,19.33,13.18,0.75,13.23,13.23,85.66,462.89,13.23,0.5,10.1,43.8,16.146,43,"e00fce6856818e5885f65487",2023-01-15 19:01:02,2023-01-15 19:01:03,2023-01-15 19:01:03,2023-01-15
"3","mPHqdqLCM5","MOOSPMPSParser",1673809861,2.6,2.6,1.57,3.74,0.26,1.68,1.71,4.03,0.26,1.72,609.72,167.54,224.99,25.26,12.43,1.47,12.49,12.5,96.4,420.9,12.5,0.53,11.2,39.6,20.131,43,"e00fce6856818e5885f65487",2023-01-15 19:11:02,2023-01-15 19:11:03,2023-01-15 19:11:03,2023-01-15
"4","T3kkOfSmPN","MOOSPMPSParser",1673810461,1.73,1.73,1.53,2.52,0.3,1.64,1.65,2.61,0.33,1.65,453.97,129.56,327.91,17.05,12.2,0.9,12.24,12.25,101.64,394.39,12.25,0.52,11.9,37.6,22.442,43,"e00fce6856818e5885f65487",2023-01-15 19:21:02,2023-01-15 19:21:03,2023-01-15 19:21:03,2023-01-15
"5","pxjCgMGUao","MOOSPMPSParser",1673811061,1.64,1.64,1.38,2.56,0.2,1.55,1.63,2.74,0.23,1.66,446.13,124.18,447.72,20.19,10.89,0.87,11.01,11.03,104.51,377.69,11.03,0.54,12,37.4,23.336,43,"e00fce6856818e5885f65487",2023-01-15 19:31:02,2023-01-15 19:31:03,2023-01-15 19:31:03,2023-01-15
"6","F3sn8ZbWkL","MOOSPMPSParser",1673811661,0.56,0.56,0.86,1.26,0.1,0.97,1.01,1.37,0.1,1.04,269.52,76.06,515.22,11.58,6.79,0.83,6.86,6.87,106.57,366.71,6.87,0.55,12.2,36.1,26.916,43,"e00fce6856818e5885f65487",2023-01-15 19:41:02,2023-01-15 19:41:03,2023-01-15 19:41:03,2023-01-15
"7","AQXsqoi5Mw","MOOSPMPSParser",1673812261,0.59,0.59,0.6,1.1,0.06,0.67,0.69,1.1,0.06,0.7,257.45,71,572.02,10.24,4.76,0.5,4.8,4.81,107.56,362.3,4.81,0.51,12.4,35.4,28.077,43,"e00fce6856818e5885f65487",2023-01-15 19:51:02,2023-01-15 19:51:03,2023-01-15 19:51:03,2023-01-15
"8","I0tD0MJSwE","MOOSPMPSParser",1673812861,0.88,0.88,1.17,1.55,0.21,1.25,1.25,1.68,0.22,1.26,318.65,88.73,645.33,14.01,9.3,0.89,9.33,9.33,105.64,364.32,9.33,0.5,12.1,37,28.99,43,"e00fce6856818e5885f65487",2023-01-15 20:01:02,2023-01-15 20:01:03,2023-01-15 20:01:03,2023-01-15
"9","NS0dwXr9vF","MOOSPMPSParser",1673813461,1.76,1.76,1.44,2.71,0.22,1.53,1.53,2.9,0.22,1.53,458.14,129.17,765,19.14,11.49,1.17,11.52,11.53,104.71,370.32,11.53,0.48,12.3,36.3,26.83,43,"e00fce6856818e5885f65487",2023-01-15 20:11:02,2023-01-15 20:11:03,2023-01-15 20:11:03,2023-01-15
"10","zFE1XFqQGu","MOOSPMPSParser",1673814061,1.2,1.2,0.52,2.01,0,0.55,0.55,2.2,0,0.55,366.65,103.41,857.66,16.25,4.15,1.17,4.16,4.16,110.83,351.65,4.16,0.48,12.9,33.5,29.311,43,"e00fce6856818e5885f65487",2023-01-15 20:21:02,2023-01-15 20:21:03,2023-01-15 20:21:03,2023-01-15
