"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","n_PM5_P","n_PM10_P","n_PM10_b","typ_size_b","temp_C","rh","o3","moos","coreid","published_at","createdAt","updatedAt","date"
"1","rHFwRwCLoQ","MOOSPMPSParser",1682640540,6.53,6.53,2.37,7.97,7.97,2.51,2.51,8.72,8.72,2.51,1631.42,419.28,3145.28,39.36,18.89,2.51,18.94,18.95,1.08,0.65,18.95,0.45,33.6,25.3,59.167,42,"e00fce68f8f5a1da595c7249",2023-04-28 00:09:02,2023-04-28 00:09:03,2023-04-28 00:09:03,2023-04-28
"2","Kn9qOAwjv2","MOOSPMPSParser",1682640600,5.35,5.35,2.53,6.11,6.11,2.67,2.67,6.57,6.57,2.67,1216.64,321.29,80390.3,21.6,20.13,1.24,20.18,20.19,0.43,0.35,20.19,0.48,32.8,29.7,48.404,42,"e00fce68a145996ae3d821b8",2023-04-28 00:09:58,2023-04-28 00:09:59,2023-04-28 00:09:59,2023-04-28
"3","9Lpy5HmQFL","MOOSPMPSParser",1682641140,6.27,6.27,2.54,7.49,7.49,2.68,2.68,8.23,8.23,2.68,1573.31,404.05,3335.97,35.61,20.21,2.42,20.26,20.26,0.87,0.52,20.27,0.44,33.2,28,60.733,42,"e00fce68f8f5a1da595c7249",2023-04-28 00:19:02,2023-04-28 00:19:02,2023-04-28 00:19:02,2023-04-28
"4","Tgv4l63And","MOOSPMPSParser",1682641200,5.12,5.12,2.19,5.84,5.84,2.31,2.31,6.48,6.48,2.31,1369.72,311.93,80549.84,19.72,17.42,1.58,17.46,17.47,0.6,0.38,17.47,0.48,32.7,29,46.325,42,"e00fce68a145996ae3d821b8",2023-04-28 00:19:58,2023-04-28 00:19:59,2023-04-28 00:19:59,2023-04-28
"5","WNJkzlqKSP","MOOSPMPSParser",1682641740,7.23,7.23,2.86,8.87,8.87,3.03,3.03,9.72,9.72,3.03,1781.02,451.51,3554.11,43.28,22.8,2.79,22.86,22.86,1.17,0.56,22.87,0.44,33.1,28.6,61.23,42,"e00fce68f8f5a1da595c7249",2023-04-28 00:29:02,2023-04-28 00:29:02,2023-04-28 00:29:02,2023-04-28
"6","0BuHHChOot","MOOSPMPSParser",1682641800,4.65,4.65,2.28,5.6,5.6,2.59,2.75,6.14,6.14,2.82,1197.12,293.29,80707.97,20.35,17.9,1.52,18.13,18.17,0.55,0.38,18.17,0.52,32.5,29,45.346,42,"e00fce68a145996ae3d821b8",2023-04-28 00:29:58,2023-04-28 00:29:59,2023-04-28 00:29:59,2023-04-28
"7","Aoj0aCAFmm","MOOSPMPSParser",1682642340,6.68,6.68,2.86,8.56,41.83,3.07,3.11,9.32,9.36,3.13,1683.98,429.42,3761.97,43.56,22.73,3.56,22.83,22.85,1.12,0.59,22.85,0.49,33.1,26.8,59.335,42,"e00fce68f8f5a1da595c7249",2023-04-28 00:39:02,2023-04-28 00:39:02,2023-04-28 00:39:02,2023-04-28
"8","p5xqvSXKGq","MOOSPMPSParser",1682642400,4.2,18.28,2.25,62.9,7.45,2.38,2.38,44.16,7.95,2.38,948.48,269.37,80866,20.84,17.95,4.65,17.99,18,113.56,13.84,18,0.47,32.2,28.2,44.921,42,"e00fce68a145996ae3d821b8",2023-04-28 00:39:58,2023-04-28 00:39:59,2023-04-28 00:39:59,2023-04-28
"9","EEhMpeQ6LF","MOOSPMPSParser",1682642940,5.47,5.47,2.38,6.77,6.77,2.51,2.51,7.46,7.46,2.51,1435.39,369.16,3941.7,34.3,18.91,2.48,18.96,18.97,0.95,0.47,18.97,0.45,32.9,26,59.331,42,"e00fce68f8f5a1da595c7249",2023-04-28 00:49:02,2023-04-28 00:49:02,2023-04-28 00:49:02,2023-04-28
"10","ldM7hSH0EY","MOOSPMPSParser",1682643000,4.97,4.97,2.47,5.76,5.76,2.61,2.61,6.25,6.25,2.61,1069.46,299.44,81033.99,21.12,19.64,1.18,19.69,19.7,0.49,0.32,19.7,0.49,32.1,32.3,43.883,42,"e00fce68a145996ae3d821b8",2023-04-28 00:49:59,2023-04-28 00:49:59,2023-04-28 00:49:59,2023-04-28
