"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","n_PM5_P","n_PM10_P","n_PM10_b","typ_size_b","temp_C","rh","o3","moos","coreid","published_at","createdAt","updatedAt","date"
"1","br0kLPbl3A","MOOSPMPSParser",1668816060,8.45,8.45,7.57,13.29,1.46,8.09,8.16,14.62,1.55,8.2,1206.99,350.47,10743.85,52.86,60.15,6.72,60.39,60.42,1.07,0.47,60.43,0.5,-5.4,58.7,12.534,43,"e00fce6856818e5885f65487",2022-11-19 00:01:01,2022-11-19 00:01:01,2022-11-19 00:01:01,2022-11-19
"2","yDJnFDWfEn","MOOSPMPSParser",1668816660,9.77,9.77,9.94,16.06,1.89,10.72,10.89,18.12,2.39,10.97,1332.2,387.26,11360.87,65.07,78.86,8.79,79.27,79.32,1.91,1.04,79.34,0.53,-6,60.8,11.206,43,"e00fce6856818e5885f65487",2022-11-19 00:11:01,2022-11-19 00:11:01,2022-11-19 00:11:01,2022-11-19
"3","qGW8UoyaZv","MOOSPMPSParser",1668817260,10.96,10.96,10.25,17.25,1.71,10.99,11.12,19.96,2.03,11.19,1444.68,419.56,12046.22,63.25,81.4,10.39,81.76,81.8,2.37,1.25,81.82,0.51,-6.3,62.4,12.727,43,"e00fce6856818e5885f65487",2022-11-19 00:21:01,2022-11-19 00:21:01,2022-11-19 00:21:01,2022-11-19
"4","EHS1NR50wx","MOOSPMPSParser",1668817860,11.99,11.99,12.27,18.83,1.95,13.34,13.64,22.12,2.4,13.79,1590.35,460.17,12856.29,71.92,97.29,10.41,97.9,97.98,2.67,1.75,98.01,0.56,-6.6,63.8,15.374,43,"e00fce6856818e5885f65487",2022-11-19 00:31:01,2022-11-19 00:31:01,2022-11-19 00:31:01,2022-11-19
"5","w5KbbSG3C9","MOOSPMPSParser",1668818460,14.03,14.03,12.42,22.07,2.3,13.43,13.68,25.24,2.45,13.8,1833.76,530.69,13755.42,88.57,98.57,11.17,99.11,99.19,2.73,1.2,99.21,0.56,-7,65.6,12.094,43,"e00fce6856818e5885f65487",2022-11-19 00:41:01,2022-11-19 00:41:01,2022-11-19 00:41:01,2022-11-19
"6","QF7YD74CRa","MOOSPMPSParser",1668819060,13.12,13.12,11.72,21.3,1.97,12.61,12.79,25.43,2.31,12.88,1725.87,503.37,14574.31,83.25,93.08,12.54,93.53,93.59,3.35,2.13,93.61,0.51,-7.2,67.9,9.981,43,"e00fce6856818e5885f65487",2022-11-19 00:51:01,2022-11-19 00:51:01,2022-11-19 00:51:01,2022-11-19
"7","3FS93GmlFT","MOOSPMPSParser",1668819660,12.74,12.74,12.21,19.63,2.11,13.27,13.57,22.99,2.38,13.72,1673.56,485.05,15389.43,75.61,96.76,9.75,97.37,97.45,2.7,1.5,97.47,0.54,-7.4,68.8,9.298,43,"e00fce6856818e5885f65487",2022-11-19 01:01:01,2022-11-19 01:01:01,2022-11-19 01:01:01,2022-11-19
"8","UunQSITcKk","MOOSPMPSParser",1668820260,12.91,12.91,11.46,20.33,1.82,12.37,12.58,23.11,2.17,12.68,1716.41,495.02,16193.25,77.32,90.96,10.8,91.44,91.51,2.19,1.3,91.53,0.53,-7.7,68.3,6.661,43,"e00fce6856818e5885f65487",2022-11-19 01:11:01,2022-11-19 01:11:01,2022-11-19 01:11:01,2022-11-19
"9","diDLdf6yV3","MOOSPMPSParser",1668820860,12.72,12.72,10.29,19.95,1.86,11.17,11.42,22.49,2.07,11.54,1670.12,481.97,16974.04,79.67,81.54,9.63,82.04,82.11,2.16,1.18,82.13,0.53,-8,68.7,9.284,43,"e00fce6856818e5885f65487",2022-11-19 01:21:01,2022-11-19 01:21:01,2022-11-19 01:21:01,2022-11-19
"10","ki9rCukTV4","MOOSPMPSParser",1668821460,12.71,12.71,11.11,19.72,1.95,12.01,12.22,23.06,2.3,12.32,1671.31,483.44,17781.22,74.87,88.18,10.93,88.65,88.71,2.74,1.8,88.74,0.53,-8.3,70,10.849,43,"e00fce6856818e5885f65487",2022-11-19 01:31:01,2022-11-19 01:31:01,2022-11-19 01:31:01,2022-11-19
