"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","n_PM5_P","n_PM10_P","n_PM10_b","typ_size_b","temp_C","rh","o3","moos","coreid","published_at","createdAt","updatedAt","date"
"1","khBDhly1hx","MOOSPMPSParser",1661990881,2.73,2.73,2.39,3.66,0.35,2.53,2.53,4.22,0.39,2.53,673.39,194.58,70634.71,17.89,19.05,2.06,19.1,19.11,0.74,0.42,19.11,0.45,27,45.4,45.849,43,"e00fce6856818e5885f65487",2022-09-01 00:07:58,2022-09-01 00:07:58,2022-09-01 00:07:58,2022-09-01
"2","TCW6K9okzu","MOOSPMPSParser",1661991481,2.81,2.81,1.91,4.14,0.4,2.02,2.02,4.95,0.52,2.02,694.78,197.88,70774.86,21.95,15.18,3.44,15.22,15.23,1.12,0.7,15.23,0.43,27.1,39,44.922,43,"e00fce6856818e5885f65487",2022-09-01 00:17:58,2022-09-01 00:17:58,2022-09-01 00:17:58,2022-09-01
"3","QgjDPuf1BD","MOOSPMPSParser",1661992081,2.83,2.83,2.68,4.17,0.41,2.84,2.84,4.45,0.41,2.84,683.1,196.22,70910.23,21.06,21.37,2.48,21.42,21.43,0.26,0.26,21.43,0.44,27.4,42.3,48.422,43,"e00fce6856818e5885f65487",2022-09-01 00:27:58,2022-09-01 00:27:58,2022-09-01 00:27:58,2022-09-01
"4","ewDbeY6F20","MOOSPMPSParser",1661992681,2.88,2.88,2.06,4.01,0.37,2.18,2.18,4.27,0.37,2.18,726.08,206.76,71049.52,20.76,16.44,1.58,16.48,16.48,0.27,0.19,16.49,0.42,27.4,41.6,44.625,43,"e00fce6856818e5885f65487",2022-09-01 00:37:58,2022-09-01 00:37:58,2022-09-01 00:37:58,2022-09-01
"5","BGRteXt5iP","MOOSPMPSParser",1661993281,3,3,2.05,3.93,0.36,2.17,2.17,4.3,0.43,2.17,708.09,202.81,71194.91,17.64,16.33,1.59,16.37,16.38,0.44,0.27,16.38,0.46,27.7,38.9,44.812,43,"e00fce6856818e5885f65487",2022-09-01 00:47:58,2022-09-01 00:47:58,2022-09-01 00:47:58,2022-09-01
"6","8Z1Btf95EK","MOOSPMPSParser",1661993881,3.18,3.18,1.96,4.31,0.45,2.08,2.08,4.65,0.48,2.08,735.3,210.7,71340.95,21.27,15.62,1.46,15.66,15.67,0.49,0.19,15.67,0.45,27.8,40,44.718,43,"e00fce6856818e5885f65487",2022-09-01 00:57:58,2022-09-01 00:57:58,2022-09-01 00:57:58,2022-09-01
"7","c9OU4Oq6OH","MOOSPMPSParser",1661994481,3.56,3.56,2.4,4.84,0.58,2.54,2.54,5.32,0.58,2.54,802.47,227.98,71500.07,22.45,19.13,2.51,19.18,19.19,0.64,0.33,19.19,0.46,27.2,43.9,40.151,43,"e00fce6856818e5885f65487",2022-09-01 01:07:58,2022-09-01 01:07:58,2022-09-01 01:07:58,2022-09-01
"8","CSARQ20kTX","MOOSPMPSParser",1661995081,3.26,3.26,2.27,4.53,0.47,2.4,2.4,4.94,0.51,2.4,758.3,219.11,71650.66,21.93,18.04,1.73,18.08,18.09,0.68,0.17,18.09,0.45,27,45.7,39.432,43,"e00fce6856818e5885f65487",2022-09-01 01:17:58,2022-09-01 01:17:58,2022-09-01 01:17:58,2022-09-01
"9","QK3aPKQvhh","MOOSPMPSParser",1661995681,3.7,3.7,2.39,4.98,0.59,2.53,2.53,5.37,0.69,2.53,816.94,234.3,71814.84,25.48,19.06,2.2,19.11,19.12,0.35,0.35,19.12,0.44,26.2,46.2,36.427,43,"e00fce6856818e5885f65487",2022-09-01 01:27:58,2022-09-01 01:27:58,2022-09-01 01:27:58,2022-09-01
"10","aDYAJkN3Zs","MOOSPMPSParser",1661996281,3.94,3.94,2.74,5.46,0.56,2.9,2.9,5.96,0.56,2.9,884.77,250.74,71996.12,26.35,21.84,2.74,21.89,21.9,0.68,0.42,21.9,0.42,25.8,46.8,33.188,43,"e00fce6856818e5885f65487",2022-09-01 01:37:58,2022-09-01 01:37:58,2022-09-01 01:37:58,2022-09-01
