"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","n_PM5_P","n_PM10_P","n_PM10_b","typ_size_b","temp_C","rh","o3","moos","coreid","published_at","createdAt","updatedAt","date"
"1","XWt6hmUsF1","MOOSPMPSParser",1663459200,3.64,3.64,3.34,4.96,0.47,3.54,3.54,5.68,0.54,3.55,766.94,227.82,3066.87,30.36,26.56,1.94,26.63,26.64,0.78,0.57,26.65,0.52,22.2,46.9,34.087,42,"e00fce68a145996ae3d821b8",2022-09-18 00:00:02,2022-09-18 00:00:02,2022-09-18 00:00:02,2022-09-18
"2","vzKTqwF36k","MOOSPMPSParser",1663459500,2.93,2.93,2.76,4.59,0.46,2.92,2.92,5.1,0.55,2.92,686.23,201.56,7240.77,27.59,21.99,2.9,22.04,22.05,0.62,0.26,22.05,0.47,23.8,42.3,47.578,43,"e00fce6856818e5885f65487",2022-09-18 00:05:01,2022-09-18 00:05:01,2022-09-18 00:05:01,2022-09-18
"3","pj9GNH2Xo0","MOOSPMPSParser",1663459800,3.24,3.24,2.54,4.29,0.44,2.69,2.69,4.69,0.48,2.69,689.68,204.45,3275.1,26.3,20.23,1.33,20.28,20.29,0.35,0.19,20.29,0.46,22,45.7,33.569,42,"e00fce68a145996ae3d821b8",2022-09-18 00:10:02,2022-09-18 00:10:02,2022-09-18 00:10:02,2022-09-18
"4","qYbRFFRgsx","MOOSPMPSParser",1663460100,2.48,2.48,2.8,3.87,0.45,2.96,2.96,4.31,0.45,2.96,615.09,180.89,7423.46,22.46,22.31,2.41,22.37,22.37,0.61,0.43,22.38,0.45,23.4,41.9,47.25,43,"e00fce6856818e5885f65487",2022-09-18 00:15:01,2022-09-18 00:15:02,2022-09-18 00:15:02,2022-09-18
"5","PJyF3t0OkE","MOOSPMPSParser",1663460400,3.13,3.13,3.1,4,0.35,3.28,3.28,4.46,0.45,3.28,684.43,201.39,3472.22,21.81,24.67,1.21,24.73,24.74,0.48,0.15,24.74,0.48,22,46.5,33.746,42,"e00fce68a145996ae3d821b8",2022-09-18 00:20:02,2022-09-18 00:20:02,2022-09-18 00:20:02,2022-09-18
"6","ThRTAO27uy","MOOSPMPSParser",1663460700,2.77,2.77,2.73,4.22,0.44,2.89,2.89,4.48,0.44,2.89,646.49,187.21,7606.99,25.94,21.75,2.01,21.81,21.81,0.43,0.09,21.82,0.46,23.4,41,47.25,43,"e00fce6856818e5885f65487",2022-09-18 00:25:01,2022-09-18 00:25:01,2022-09-18 00:25:01,2022-09-18
"7","CkDp2981nb","MOOSPMPSParser",1663461000,3.18,3.18,3.25,4.18,0.42,3.45,3.46,4.58,0.47,3.46,688.91,203.03,3677.34,24.79,25.9,1.05,25.98,25.98,0.39,0.14,25.99,0.51,21.9,46.2,33.104,42,"e00fce68a145996ae3d821b8",2022-09-18 00:30:02,2022-09-18 00:30:02,2022-09-18 00:30:02,2022-09-18
"8","2ZCxZcyA83","MOOSPMPSParser",1663461300,2.92,2.92,2.96,4.42,0.57,3.13,3.13,4.67,0.58,3.13,695.84,200.29,7811.96,26.38,23.55,2.42,23.61,23.62,0.27,0.27,23.62,0.45,23.4,41.5,46.234,43,"e00fce6856818e5885f65487",2022-09-18 00:35:01,2022-09-18 00:35:01,2022-09-18 00:35:01,2022-09-18
"9","UEDrTsCwEv","MOOSPMPSParser",1663461600,3.74,3.74,3.4,4.92,0.47,3.61,3.63,5.39,0.5,3.64,800.76,232.94,3913.19,29.06,27.04,1.31,27.13,27.14,0.3,0.17,27.15,0.51,21.7,46.5,32.414,42,"e00fce68a145996ae3d821b8",2022-09-18 00:40:02,2022-09-18 00:40:02,2022-09-18 00:40:02,2022-09-18
"10","vm1E25wBbR","MOOSPMPSParser",1663461900,3.22,3.22,2.73,4.97,0.44,2.89,2.89,5.45,0.46,2.89,742.65,213.16,8021.47,27.37,21.71,2.93,21.77,21.78,0.66,0.48,21.78,0.49,23,43.3,45.828,43,"e00fce6856818e5885f65487",2022-09-18 00:45:01,2022-09-18 00:45:01,2022-09-18 00:45:01,2022-09-18
"11","slbB0Csglp","MOOSPMPSParser",1663462200,3.58,3.58,3.09,4.83,0.44,3.27,3.27,5.19,0.44,3.27,751.36,222.82,4131.25,29.3,24.61,1.09,24.67,24.68,0.39,0.3,24.69,0.49,21.4,47.8,33.076,42,"e00fce68a145996ae3d821b8",2022-09-18 00:50:02,2022-09-18 00:50:02,2022-09-18 00:50:02,2022-09-18
"12","xxG0fZEcpB","MOOSPMPSParser",1663462500,2.8,2.8,2.99,4.26,0.36,3.16,3.16,4.57,0.36,3.16,687.99,199.32,8221,25.07,23.82,2.25,23.88,23.89,0.39,0.3,23.89,0.44,22.6,42.4,46.448,43,"e00fce6856818e5885f65487",2022-09-18 00:55:01,2022-09-18 00:55:01,2022-09-18 00:55:01,2022-09-18
"13","CWuHM8ECAF","MOOSPMPSParser",1663462800,3.14,3.14,3,4.13,0.47,3.23,3.28,4.53,0.54,3.3,679.26,199.66,4345.69,23.79,23.82,1.05,23.94,23.95,0.53,0.24,23.96,0.53,21.2,46,33.57,42,"e00fce68a145996ae3d821b8",2022-09-18 01:00:02,2022-09-18 01:00:02,2022-09-18 01:00:02,2022-09-18
"14","uWhd8HuMrf","MOOSPMPSParser",1663463100,2.85,2.85,2.94,4.39,0.53,3.11,3.11,4.55,0.53,3.11,664.92,192.25,8420.88,25.28,23.38,2.64,23.44,23.45,0.17,0.09,23.45,0.44,22.4,42.7,46.234,43,"e00fce6856818e5885f65487",2022-09-18 01:05:01,2022-09-18 01:05:01,2022-09-18 01:05:01,2022-09-18
