"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","n_PM5_P","n_PM10_P","n_PM10_b","typ_size_b","temp_C","rh","o3","moos","coreid","published_at","createdAt","updatedAt","date"
"1","r4oOS6yEsR","MOOSPMPSParser",1662250081,3.64,3.64,2.48,5.15,0.44,2.62,2.62,5.27,0.45,2.62,803.93,231.49,188916.2,23.96,19.75,2.37,19.8,19.8,0.18,0.09,19.81,0.41,32.6,25.5,63.485,43,"e00fce6856818e5885f65487",2022-09-04 00:07:59,2022-09-04 00:07:59,2022-09-04 00:07:59,2022-09-04
"2","FXurOarKmW","MOOSPMPSParser",1662250681,4.14,4.14,2.26,5.52,0.57,2.39,2.39,5.89,0.57,2.39,938.19,267.66,189103.03,26.32,18.01,1.84,18.06,18.06,0.43,0.34,18.07,0.41,32.5,24.9,65.907,43,"e00fce6856818e5885f65487",2022-09-04 00:17:59,2022-09-04 00:17:59,2022-09-04 00:17:59,2022-09-04
"3","yoCgqUyLPk","MOOSPMPSParser",1662251281,4.03,4.03,2.33,5.36,0.55,2.46,2.46,5.67,0.55,2.46,868.63,248.54,189266.22,25.07,18.54,2.22,18.58,18.59,0.51,0.08,18.59,0.41,31.9,26.3,66.204,43,"e00fce6856818e5885f65487",2022-09-04 00:27:59,2022-09-04 00:27:59,2022-09-04 00:27:59,2022-09-04
"4","cYhFs2N0UG","MOOSPMPSParser",1662251881,3.15,3.15,1.95,4.42,0.34,2.07,2.07,4.56,0.34,2.07,769.96,220.04,189418.27,20.76,15.55,1.84,15.59,15.59,0.15,0.15,15.59,0.4,31.5,27.5,63.556,43,"e00fce6856818e5885f65487",2022-09-04 00:37:59,2022-09-04 00:37:59,2022-09-04 00:37:59,2022-09-04
"5","qIhPdT9R3p","MOOSPMPSParser",1662252481,2.91,2.91,2.03,3.94,0.36,2.14,2.14,4.14,0.41,2.14,669.97,194.66,189551.83,20.76,16.14,1.83,16.19,16.19,0.35,0.09,16.19,0.42,31.2,26.5,56.964,43,"e00fce6856818e5885f65487",2022-09-04 00:47:59,2022-09-04 00:47:59,2022-09-04 00:47:59,2022-09-04
"6","i3i0D5YK02","MOOSPMPSParser",1662253081,2.71,2.71,1.68,3.96,0.39,1.77,1.77,4.21,0.48,1.77,668.98,190,189679.27,19.63,13.36,1.97,13.4,13.4,0.35,0.17,13.4,0.4,31.1,28.7,55.271,43,"e00fce6856818e5885f65487",2022-09-04 00:57:59,2022-09-04 00:57:59,2022-09-04 00:57:59,2022-09-04
"7","uxXXUuUjln","MOOSPMPSParser",1662253681,2.96,2.96,2.1,4.1,0.34,2.22,2.22,4.3,0.34,2.22,678.09,194.98,189808.73,21,16.74,1.77,16.78,16.79,0.18,0.18,16.79,0.4,30.1,31.6,54.64,43,"e00fce6856818e5885f65487",2022-09-04 01:07:59,2022-09-04 01:07:59,2022-09-04 01:07:59,2022-09-04
"8","IiPX82oFTT","MOOSPMPSParser",1662254340,3.02,3.02,1.99,3.97,0.38,2.1,2.1,4.17,0.4,2.1,697.94,197.87,189952.97,18.09,15.81,1.43,15.85,15.85,0.23,0.15,15.86,0.4,29.2,35,52.608,43,"e00fce6856818e5885f65487",2022-09-04 01:18:58,2022-09-04 01:18:58,2022-09-04 01:18:58,2022-09-04
"9","CwffKWPjcC","MOOSPMPSParser",1662254940,3.1,3.1,2.07,4.36,0.42,2.19,2.19,4.53,0.42,2.19,723.28,207.78,190092.03,21.93,16.51,2.13,16.56,16.56,0.25,0.17,16.56,0.43,28.5,35.4,49.25,43,"e00fce6856818e5885f65487",2022-09-04 01:28:58,2022-09-04 01:28:58,2022-09-04 01:28:58,2022-09-04
"10","c2K7iawHDZ","MOOSPMPSParser",1662255540,3.43,3.43,2.48,4.9,0.6,2.62,2.62,5.04,0.62,2.62,802.33,229.14,190245.84,27.05,19.75,1.93,19.8,19.8,0.18,0.09,19.81,0.41,27.9,36.7,48.886,43,"e00fce6856818e5885f65487",2022-09-04 01:38:58,2022-09-04 01:38:58,2022-09-04 01:38:58,2022-09-04
"11","wLqTLDynkL","MOOSPMPSParser",1662256140,3.51,3.51,2.43,4.79,0.47,2.57,2.57,4.96,0.47,2.57,798.05,230.43,190408.31,25.1,19.33,1.46,19.38,19.39,0.09,0,19.39,0.43,27.4,37,48.839,43,"e00fce6856818e5885f65487",2022-09-04 01:48:58,2022-09-04 01:48:58,2022-09-04 01:48:58,2022-09-04
"12","AQ1l4PVL02","MOOSPMPSParser",1662256740,3.26,3.26,2.35,4.58,0.41,2.49,2.49,4.79,0.41,2.49,749.81,213.11,190563.27,22.39,18.73,1.9,18.78,18.78,0.32,0.17,18.79,0.44,27,37.9,48.292,43,"e00fce6856818e5885f65487",2022-09-04 01:58:58,2022-09-04 01:58:58,2022-09-04 01:58:58,2022-09-04
"13","0MwxzjEBlH","MOOSPMPSParser",1662257340,3.33,3.33,2.18,4.76,0.54,2.31,2.31,5.1,0.64,2.31,782.32,223.3,190724.47,23.69,17.36,2.23,17.41,17.41,0.36,0.27,17.42,0.43,26.5,37.8,46.964,43,"e00fce6856818e5885f65487",2022-09-04 02:08:58,2022-09-04 02:08:58,2022-09-04 02:08:58,2022-09-04
"14","RRgNlBOscM","MOOSPMPSParser",1662257940,3.58,3.58,2.34,4.92,0.54,2.48,2.48,5.4,0.57,2.48,812.13,232.47,190885.08,23.41,18.64,2.37,18.68,18.69,0.53,0.43,18.69,0.45,26.2,40.4,46.026,43,"e00fce6856818e5885f65487",2022-09-04 02:18:58,2022-09-04 02:18:58,2022-09-04 02:18:58,2022-09-04
"15","lOtzdEb2Tn","MOOSPMPSParser",1662258540,3.55,3.55,2.12,4.61,0.52,2.24,2.24,5.16,0.57,2.24,790.74,228.79,191048.83,20.5,16.89,2.65,16.93,16.94,0.67,0.42,16.94,0.42,25.8,40.2,46.026,43,"e00fce6856818e5885f65487",2022-09-04 02:28:58,2022-09-04 02:28:58,2022-09-04 02:28:58,2022-09-04
"16","EC8UZkwCMy","MOOSPMPSParser",1662259140,3.74,3.74,2.29,5.15,0.42,2.43,2.43,5.57,0.42,2.43,836.85,236.23,191218.14,25.25,18.26,2.27,18.31,18.31,0.52,0.43,18.31,0.45,25.5,40.1,46.557,43,"e00fce6856818e5885f65487",2022-09-04 02:38:58,2022-09-04 02:38:58,2022-09-04 02:38:58,2022-09-04
"17","H9Gis1AmIB","MOOSPMPSParser",1662259740,3.61,3.61,2.38,5.01,0.43,2.51,2.51,5.1,0.43,2.51,807.84,232.68,191383.64,25.17,18.91,1.58,18.96,18.97,0.06,0.06,18.97,0.43,25.3,42.1,46.922,43,"e00fce6856818e5885f65487",2022-09-04 02:48:58,2022-09-04 02:48:58,2022-09-04 02:48:58,2022-09-04
"18","NDqAAet1g3","MOOSPMPSParser",1662260340,3.59,3.59,2.3,5.14,0.44,2.43,2.43,5.43,0.44,2.43,798.6,229.37,191559.05,27.45,18.29,2.84,18.34,18.34,0.26,0.09,18.35,0.44,25.1,41.8,47.104,43,"e00fce6856818e5885f65487",2022-09-04 02:58:58,2022-09-04 02:58:58,2022-09-04 02:58:58,2022-09-04
"19","NJIbq7i3hS","MOOSPMPSParser",1662260940,3.5,3.5,2.43,5.05,0.51,2.57,2.57,5.25,0.58,2.57,788.51,227.78,191732.73,25.66,19.33,2.22,19.38,19.38,0.26,0.09,19.39,0.45,24.8,43.9,46.531,43,"e00fce6856818e5885f65487",2022-09-04 03:08:58,2022-09-04 03:08:58,2022-09-04 03:08:58,2022-09-04
"20","w45zmq1IpI","MOOSPMPSParser",1662261540,3.96,3.96,2.44,5.38,0.57,2.58,2.58,5.72,0.69,2.58,858.52,247,191912.17,26.78,19.41,2.32,19.46,19.46,0.44,0.18,19.46,0.44,24.1,42.8,39.151,43,"e00fce6856818e5885f65487",2022-09-04 03:18:58,2022-09-04 03:18:58,2022-09-04 03:18:58,2022-09-04
"21","n4LZBDVAcV","MOOSPMPSParser",1662262140,4.13,4.13,2.99,5.61,0.73,3.16,3.16,5.9,0.73,3.16,908.28,258.15,192096.55,27.11,23.81,2.59,23.87,23.88,0.44,0.09,23.88,0.43,24,44.8,42.64,43,"e00fce6856818e5885f65487",2022-09-04 03:28:58,2022-09-04 03:28:58,2022-09-04 03:28:58,2022-09-04
"22","NRtrDAy46n","MOOSPMPSParser",1662262740,5.91,5.91,3.67,8.23,0.76,3.88,3.88,8.69,0.91,3.88,1219.82,350.55,192330.36,40.78,29.23,4.09,29.31,29.32,0.62,0.31,29.32,0.43,23.8,44.8,38.708,43,"e00fce6856818e5885f65487",2022-09-04 03:38:58,2022-09-04 03:38:58,2022-09-04 03:38:58,2022-09-04
"23","lzSEG6Wefg","MOOSPMPSParser",1662263340,5.14,5.14,2.72,6.94,0.62,2.87,2.87,7.52,0.69,2.87,1088.8,310.39,192539.59,31.26,21.63,3.51,21.69,21.7,0.77,0.4,21.7,0.44,23.6,48.8,40.547,43,"e00fce6856818e5885f65487",2022-09-04 03:48:58,2022-09-04 03:48:58,2022-09-04 03:48:58,2022-09-04
"24","hyp2iNJsHe","MOOSPMPSParser",1662263940,5.23,5.23,3.27,7.01,0.74,3.46,3.46,7.5,0.8,3.46,1106.89,317.21,192770.06,33.26,26.01,2.66,26.08,26.09,0.67,0.42,26.09,0.42,23.3,45,39.98,43,"e00fce6856818e5885f65487",2022-09-04 03:58:58,2022-09-04 03:58:58,2022-09-04 03:58:58,2022-09-04
"25","lPWNAWyeZP","MOOSPMPSParser",1662264540,5.69,5.69,3.28,7.55,0.74,3.47,3.47,7.82,0.75,3.47,1156.74,333.03,192990.64,34.23,26.15,3.03,26.22,26.22,0.35,0.18,26.23,0.45,23.2,45.7,37.954,43,"e00fce6856818e5885f65487",2022-09-04 04:08:58,2022-09-04 04:08:58,2022-09-04 04:08:58,2022-09-04
"26","6qDh73iVNv","MOOSPMPSParser",1662265140,4.78,4.78,2.59,6.61,0.65,2.74,2.74,6.91,0.65,2.74,1023.95,293.92,193197.61,31.08,20.63,3.22,20.69,20.69,0.43,0.17,20.7,0.45,22.9,47.4,38.265,43,"e00fce6856818e5885f65487",2022-09-04 04:18:58,2022-09-04 04:18:58,2022-09-04 04:18:58,2022-09-04
