"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","n_PM5_P","n_PM10_P","n_PM10_b","typ_size_b","temp_C","rh","o3","moos","coreid","published_at","createdAt","updatedAt","date"
"1","0UpPCauln7","MOOSPMPSParser",1679443680,0,0,0.68,0.05,0.05,0.76,0.79,0.18,0.18,0.81,131.13,36.66,1467.16,4.13,5.41,0.3,5.46,5.47,0.15,0.13,5.47,0.6,12.6,19.3,43.867,42,"e00fce68a145996ae3d821b8",2023-03-22 00:08:01,2023-03-22 00:08:01,2023-03-22 00:08:01,2023-03-22
"2","b81yVGPtJ0","MOOSPMPSParser",1679444280,0,0,0.45,0,0,0.5,0.52,0.18,0.18,0.53,101.05,28.72,1507.38,3.23,3.59,0.46,3.62,3.62,0.29,0.13,3.63,0.6,12.2,20.1,43.807,42,"e00fce68a145996ae3d821b8",2023-03-22 00:18:01,2023-03-22 00:18:01,2023-03-22 00:18:01,2023-03-22
"3","VSOkGBiVHA","MOOSPMPSParser",1679444880,0,0,0.55,0,0,0.61,0.63,0.03,0.03,0.64,99.52,29.56,1549.09,3.31,4.37,0.1,4.41,4.41,0,0,4.41,0.59,11.6,21.1,43.499,42,"e00fce68a145996ae3d821b8",2023-03-22 00:28:02,2023-03-22 00:28:02,2023-03-22 00:28:02,2023-03-22
"4","V8mKeLYinF","MOOSPMPSParser",1679445480,0.04,0.04,0.6,0.13,0.13,0.65,0.67,0.33,0.33,0.68,185.55,41.83,1588.47,3.58,4.72,0.51,4.76,4.76,0.34,0.13,4.76,0.58,11,22.1,43.82,42,"e00fce68a145996ae3d821b8",2023-03-22 00:38:01,2023-03-22 00:38:01,2023-03-22 00:38:01,2023-03-22
"5","JnXjRG4NG4","MOOSPMPSParser",1679446081,0.8,0.8,0.53,0.91,0.91,0.58,0.6,0.98,0.98,0.62,613.19,96.24,1625.51,3.05,4.17,0.27,4.21,4.22,0.1,0.04,4.22,0.6,10.7,23.8,43.321,42,"e00fce68a145996ae3d821b8",2023-03-22 00:48:01,2023-03-22 00:48:01,2023-03-22 00:48:01,2023-03-22
"6","xfkSXyyOyn","MOOSPMPSParser",1679446681,0,0,0.61,0,0,0.67,0.7,0.09,0.09,0.71,129.74,30.66,1665.02,3.87,4.8,0.34,4.84,4.85,0.18,0.13,4.85,0.59,10.3,24.9,41.331,42,"e00fce68a145996ae3d821b8",2023-03-22 00:58:01,2023-03-22 00:58:02,2023-03-22 00:58:02,2023-03-22
"7","9WTRH9gSKx","MOOSPMPSParser",1679447281,0,0,0.5,0,0,0.56,0.58,0,0,0.59,94.5,25.72,1694.63,2.84,3.93,0.21,3.97,3.98,0.04,0.04,3.98,0.59,10,24.6,40.915,42,"e00fce68a145996ae3d821b8",2023-03-22 01:08:01,2023-03-22 01:08:01,2023-03-22 01:08:01,2023-03-22
"8","n4f6gZZWzi","MOOSPMPSParser",1679447881,0,0,0.43,0,0,0.48,0.49,0,0,0.5,82.63,23.68,1725.65,2.83,3.42,0.13,3.44,3.45,0,0,3.45,0.57,9.8,24.5,41.553,42,"e00fce68a145996ae3d821b8",2023-03-22 01:18:01,2023-03-22 01:18:01,2023-03-22 01:18:01,2023-03-22
"9","eVKipA9JM4","MOOSPMPSParser",1679448481,0,0,0.5,0,0,0.57,0.61,0.05,0.05,0.62,73.64,21.16,1760.75,3.31,3.97,0.26,4.02,4.02,0.09,0.04,4.02,0.59,9.6,26.1,40.568,42,"e00fce68a145996ae3d821b8",2023-03-22 01:28:01,2023-03-22 01:28:02,2023-03-22 01:28:02,2023-03-22
"10","5zwiIeHfrb","MOOSPMPSParser",1679449081,0,0,0.54,0,0,0.62,0.66,0,0,0.68,74.89,20.96,1790.08,2.39,4.24,0.12,4.3,4.31,0.08,0.05,4.31,0.6,9.4,26.9,40.89,42,"e00fce68a145996ae3d821b8",2023-03-22 01:38:02,2023-03-22 01:38:02,2023-03-22 01:38:02,2023-03-22
"11","rDdTNtgeca","MOOSPMPSParser",1679449681,0,0,0.33,0,0,0.37,0.4,0.02,0.02,0.41,77.66,22.07,1822.73,2.59,2.6,0.17,2.63,2.64,0.17,0.04,2.64,0.58,9.3,27,41.167,42,"e00fce68a145996ae3d821b8",2023-03-22 01:48:02,2023-03-22 01:48:02,2023-03-22 01:48:02,2023-03-22
"12","SaUE5LWWGb","MOOSPMPSParser",1679450281,0.01,0.01,0.71,0.05,0.05,0.79,0.81,0.09,0.09,0.82,94.15,25.93,1865.08,3.82,5.66,0.17,5.7,5.71,0.08,0.08,5.71,0.54,9.2,27.2,41.074,42,"e00fce68a145996ae3d821b8",2023-03-22 01:58:01,2023-03-22 01:58:01,2023-03-22 01:58:01,2023-03-22
"13","ByYCVieUZg","MOOSPMPSParser",1679450881,0,0,0.49,0.02,0.02,0.53,0.54,0.02,0.02,0.54,89.52,25.58,1903.05,3.25,3.87,0.16,3.89,3.89,0,0,3.89,0.54,9.1,28.3,40.549,42,"e00fce68a145996ae3d821b8",2023-03-22 02:08:01,2023-03-22 02:08:01,2023-03-22 02:08:01,2023-03-22
"14","tl3KBUgrqm","MOOSPMPSParser",1679451481,0,0,0.89,0,0,0.98,1.01,0.08,0.08,1.02,109.99,31.81,1950.12,3,7.06,0.17,7.11,7.12,0.13,0.1,7.12,0.56,8.8,28.6,39.01,42,"e00fce68a145996ae3d821b8",2023-03-22 02:18:01,2023-03-22 02:18:01,2023-03-22 02:18:01,2023-03-22
"15","qf9AgHUYDh","MOOSPMPSParser",1679452081,0,0,0.48,0,0,0.52,0.53,0.13,0.13,0.54,87.41,25.43,1984.18,3.62,3.81,0.25,3.83,3.83,0.12,0.08,3.83,0.56,8.4,30.1,40.304,42,"e00fce68a145996ae3d821b8",2023-03-22 02:28:01,2023-03-22 02:28:01,2023-03-22 02:28:01,2023-03-22
"16","ouIPJjmxze","MOOSPMPSParser",1679452681,0,0,0.47,0,0,0.51,0.52,0,0,0.52,88.35,25.42,2018.15,3.13,3.76,0.2,3.78,3.78,0,0,3.78,0.54,8.2,31,40.962,42,"e00fce68a145996ae3d821b8",2023-03-22 02:38:01,2023-03-22 02:38:01,2023-03-22 02:38:01,2023-03-22
"17","QVcGtYh0vZ","MOOSPMPSParser",1679453281,0,0,0.48,0,0,0.51,0.52,0.04,0.04,0.52,92.91,26.84,2052.6,2.45,3.78,0.15,3.8,3.8,0.12,0.08,3.8,0.53,7.8,30.8,40.408,42,"e00fce68a145996ae3d821b8",2023-03-22 02:48:01,2023-03-22 02:48:01,2023-03-22 02:48:01,2023-03-22
"18","RHif8dFDKw","MOOSPMPSParser",1679453881,0.11,0.11,0.57,0.12,0.12,0.62,0.63,0.2,0.2,0.64,201.88,50.79,2089.48,2.75,4.49,0.31,4.52,4.52,0.14,0.05,4.52,0.57,8.1,30.9,40.354,42,"e00fce68a145996ae3d821b8",2023-03-22 02:58:01,2023-03-22 02:58:02,2023-03-22 02:58:02,2023-03-22
"19","DTgbRRfhvm","MOOSPMPSParser",1679454481,0.6,0.6,0.56,0.76,0.76,0.61,0.62,0.84,0.84,0.63,380.46,92.56,2136.08,3.69,4.47,0.13,4.49,4.5,0.13,0.13,4.5,0.56,8.3,31.7,40.19,42,"e00fce68a145996ae3d821b8",2023-03-22 03:08:01,2023-03-22 03:08:01,2023-03-22 03:08:01,2023-03-22
"20","kV3iubaiN9","MOOSPMPSParser",1679455081,0.22,0.22,0.59,0.31,0.31,0.63,0.64,0.48,0.48,0.65,222.9,57.04,2182.2,4.28,4.66,0.39,4.68,4.69,0.17,0.08,4.69,0.55,8,31.3,37.959,42,"e00fce68a145996ae3d821b8",2023-03-22 03:18:01,2023-03-22 03:18:01,2023-03-22 03:18:01,2023-03-22
"21","VjV7Y88uUV","MOOSPMPSParser",1679455681,0,0,0.63,0.17,0.17,0.67,0.68,0.34,0.34,0.69,215.66,54.76,2222.74,4.05,4.99,0.48,5.01,5.02,0.22,0.12,5.02,0.56,7.7,32.1,40.768,42,"e00fce68a145996ae3d821b8",2023-03-22 03:28:01,2023-03-22 03:28:01,2023-03-22 03:28:01,2023-03-22
"22","TBvJpFz98t","MOOSPMPSParser",1679456281,0.07,0.07,0.52,0.19,0.19,0.57,0.59,0.28,0.28,0.6,358.47,65.88,2259.84,3.05,4.14,0.2,4.17,4.17,0.11,0.04,4.18,0.59,7.4,32.9,38.532,42,"e00fce68a145996ae3d821b8",2023-03-22 03:38:01,2023-03-22 03:38:01,2023-03-22 03:38:01,2023-03-22
"23","EQBDH03d3E","MOOSPMPSParser",1679456881,0.38,0.38,1.03,0.65,0.65,1.1,1.12,0.72,0.72,1.13,474.56,74.39,2311.63,4.66,8.14,0.35,8.18,8.19,0.09,0,8.19,0.57,7.3,33.4,38.34,42,"e00fce68a145996ae3d821b8",2023-03-22 03:48:01,2023-03-22 03:48:01,2023-03-22 03:48:01,2023-03-22
"24","PDsqMXppId","MOOSPMPSParser",1679457481,0.32,0.32,0.74,0.62,0.62,0.8,0.81,0.8,0.8,0.82,513.55,71.62,2374.22,5.24,5.84,0.5,5.88,5.88,0.24,0.15,5.88,0.57,7.4,32.8,36.288,42,"e00fce68a145996ae3d821b8",2023-03-22 03:58:01,2023-03-22 03:58:01,2023-03-22 03:58:01,2023-03-22
"25","BwWMYa9zhk","MOOSPMPSParser",1679458081,0,0,0.63,0.09,0.09,0.68,0.69,0.35,0.35,0.69,342.62,42.47,2422.9,4.77,4.97,0.4,5,5,0.26,0.22,5.01,0.55,7.6,32.1,39.868,42,"e00fce68a145996ae3d821b8",2023-03-22 04:08:01,2023-03-22 04:08:02,2023-03-22 04:08:02,2023-03-22
"26","zHKP0eOVBF","MOOSPMPSParser",1679458681,0,0,0.71,0.15,0.15,0.78,0.8,0.42,0.42,0.81,332.32,43.88,2474.69,4.87,5.66,0.66,5.7,5.71,0.3,0.17,5.71,0.56,7.5,33.2,38.128,42,"e00fce68a145996ae3d821b8",2023-03-22 04:18:01,2023-03-22 04:18:01,2023-03-22 04:18:01,2023-03-22
"27","9xwrApIcJv","MOOSPMPSParser",1679459281,0,0,0.63,0.03,0.03,0.69,0.71,0.05,0.05,0.72,190.62,28.96,2516.14,3.79,4.97,0.23,5.01,5.02,0.09,0.05,5.02,0.56,7.4,33.4,36.518,42,"e00fce68a145996ae3d821b8",2023-03-22 04:28:01,2023-03-22 04:28:01,2023-03-22 04:28:01,2023-03-22
